"요일별보고서(2025.06.01.~2025.06.30.),nhs2304:naver"
"요일별",시간대별,노출수,클릭수,평균노출순위,"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",전환수,전환매출액(원)
"토요일",01시~02시,392,5,3.4,198,990,0,0
"토요일",02시~03시,285,3,2.9,202,605,0,0
"토요일",03시~04시,244,2,3.5,341,682,0,0
"토요일",04시~05시,216,1,3.1,473,473,0,0
"토요일",05시~06시,216,0,2.8,0,0,0,0
"토요일",06시~07시,295,1,2.5,319,319,0,0
"토요일",07시~08시,336,2,3,347,693,0,0
"토요일",08시~09시,623,2,3.2,127,253,0,0
"토요일",09시~10시,514,3,3.8,224,671,0,0
"토요일",10시~11시,514,8,3.8,276,"2,211",0,0
"토요일",11시~12시,"1,903",22,2.4,766,"16,856.4",0,0
"토요일",12시~13시,"1,690",14,2.6,651,"9,115.15",0,0
"토요일",13시~14시,"1,576",11,2.7,579,"6,372.85",0,0
"토요일",14시~15시,"1,376",10,2.7,775,"7,749.5",0,0
"토요일",15시~16시,"1,829",21,2.3,"1,052","22,097.9",0,0
"토요일",16시~17시,"2,118",19,2.4,693,"13,172.5",0,0
"토요일",17시~18시,"2,362",24,2.8,675,"16,199.15",0,0
"토요일",18시~19시,"2,345",19,2.7,498,"9,456.15",0,0
"토요일",19시~20시,"2,421",23,2.7,489,"11,239.8",0,0
"토요일",20시~21시,"2,451",23,2.5,526,"12,108.25",0,0
"토요일",21시~22시,"1,800",17,2.4,651,"11,068.75",0,0
"토요일",22시~23시,760,7,3.6,305,"2,136.2",0,0
"토요일",23시~00시,833,3,2.9,383,"1,147.85",0,0
"일요일",00시~01시,"1,048",11,2.3,281,"3,091",0,0
"일요일",01시~02시,446,1,3.5,143,143,0,0
"일요일",02시~03시,335,1,3,440,440,0,0
"일요일",03시~04시,232,1,2.8,352,352,0,0
"일요일",04시~05시,172,1,3,374,374,0,0
"일요일",05시~06시,187,0,3.1,0,0,0,0
"일요일",06시~07시,271,1,2.6,132,132,0,0
"일요일",07시~08시,315,3,3.5,304,913,0,0
"일요일",08시~09시,470,5,3.3,431,"2,156",0,0
"일요일",09시~10시,598,1,3.6,341,341,0,0
"일요일",10시~11시,503,4,4,256,"1,023",0,0
"일요일",11시~12시,"2,338",23,2.2,719,"16,541.25",0,0
"일요일",12시~13시,"1,906",12,2.6,458,"5,493.95",0,0
"일요일",13시~14시,"1,688",15,2.8,636,"9,534.8",0,0
"일요일",14시~15시,"1,509",16,2.6,683,"10,922.45",0,0
"일요일",15시~16시,"2,308",15,2.2,569,"8,536",0,0
"일요일",16시~17시,"1,913",27,2.4,734,"19,811.55",0,0
"일요일",17시~18시,"2,274",9,2.9,660,"5,937.8",0,0
"일요일",18시~19시,"2,187",20,2.8,746,"14,923.15",0,0
"일요일",19시~20시,"2,725",22,2.5,699,"15,385.7",0,0
"일요일",20시~21시,"2,087",23,2.4,535,"12,310.1",0,0
"일요일",21시~22시,"1,623",13,2.3,568,"7,388.7",0,0
"일요일",22시~23시,806,5,2.9,329,"1,645.05",0,0
"일요일",23시~00시,751,6,2.7,313,"1,876.6",0,0
