"요일별보고서(2025.06.01.~2025.06.30.),mwooh1:naver"
"요일별",시간대별,노출수,클릭수,평균노출순위,"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",전환수,전환매출액(원)
"화요일",06시~07시,116,1,1.9,189,189.2,0,0
"화요일",07시~08시,203,3,1.7,117,351.45,0,0
"화요일",08시~09시,416,2,1.6,246,491.15,0,0
"화요일",09시~10시,649,1,2.1,"1,173","1,172.6",0,0
"화요일",10시~11시,822,1,2.2,904,904.2,0,0
"화요일",11시~12시,918,7,2.5,429,"3,005.75",0,0
"화요일",12시~13시,634,4,2.1,343,"1,371.7",0,0
"화요일",13시~14시,756,5,2,502,"2,508",0,0
"화요일",14시~15시,778,5,2.2,734,"3,668.5",0,0
"화요일",15시~16시,874,7,1.9,487,"3,407.25",0,0
"화요일",16시~17시,825,8,2.1,527,"4,217.4",0,0
"화요일",17시~18시,751,6,2,487,"2,920.5",0,0
"화요일",18시~19시,451,1,2,239,238.7,0,0
"화요일",19시~20시,343,5,2.3,379,"1,895.85",0,0
"화요일",20시~21시,301,2,2.1,656,"1,312.3",0,0
"화요일",21시~22시,318,6,1.9,351,"2,105.4",0,0
"화요일",22시~23시,362,3,2.3,389,"1,167.65",0,0
"화요일",23시~00시,270,3,2,166,496.65,0,0
"수요일",00시~01시,"1,359",16,1.4,"1,185","18,967.3",0,0
"수요일",01시~02시,"2,139",41,1.3,909,"37,286.15",0,0
"수요일",02시~03시,"1,307",16,1.1,"1,147","18,351.85",0,0
"수요일",03시~04시,353,2,1.1,"1,272","2,544.3",0,0
"수요일",04시~05시,239,3,1.1,733,"2,200",0,0
"수요일",05시~06시,263,4,1.1,614,"2,455.2",0,0
"수요일",06시~07시,276,5,1.2,765,"3,823.6",0,0
"수요일",07시~08시,210,1,1.4,336,336.05,0,0
"수요일",08시~09시,431,4,1.6,337,"1,346.95",0,0
"수요일",09시~10시,750,2,1.9,933,"1,866.15",0,0
"수요일",10시~11시,959,5,2,501,"2,504.7",0,0
"수요일",11시~12시,"1,062",7,2.5,470,"3,289",0,0
"수요일",12시~13시,641,6,2,351,"2,103.2",0,0
"수요일",13시~14시,874,1,1.7,359,359.15,0,0
"수요일",14시~15시,893,4,2,434,"1,737.45",0,0
"수요일",15시~16시,957,7,1.8,487,"3,405.6",0,0
"수요일",16시~17시,"1,003",11,1.9,265,"2,913.9",0,0
"수요일",17시~18시,864,7,2,747,"5,231.05",0,0
"수요일",18시~19시,509,4,2.1,281,"1,125.85",0,0
"수요일",19시~20시,333,2,1.8,670,"1,339.8",0,0
"수요일",20시~21시,312,6,1.6,204,"1,224.85",0,0
"수요일",21시~22시,347,8,2.4,518,"4,140.95",0,0
"수요일",22시~23시,309,7,2,706,"4,943.4",0,0
"수요일",23시~00시,311,4,1.9,831,"3,322",0,0
"목요일",00시~01시,"2,023",20,1.2,974,"19,488.7",0,0
"목요일",01시~02시,"3,683",47,1.2,"1,153","54,181.05",0,0
"목요일",02시~03시,"1,195",14,1.1,"1,076","15,060.65",0,0
"목요일",03시~04시,217,1,1.2,919,918.5,0,0
"목요일",04시~05시,43,0,1.7,0,8.25,0,0
"목요일",05시~06시,49,0,1.9,0,6.05,0,0
"목요일",06시~07시,141,3,1.2,302,905.85,0,0
"목요일",07시~08시,246,3,1.4,319,957,0,0
"목요일",08시~09시,461,6,1.8,383,"2,295.15",0,0
"목요일",09시~10시,868,3,2.2,635,"1,903.55",0,0
"목요일",10시~11시,"1,066",2,2.2,229,458.15,0,0
"목요일",11시~12시,965,5,2.4,485,"2,427.15",0,0
"목요일",12시~13시,646,9,2.6,297,"2,677.4",0,0
"목요일",13시~14시,844,3,2.4,955,"2,864.95",0,0
"목요일",14시~15시,895,7,2.4,277,"1,937.1",0,0
"목요일",15시~16시,965,3,2.3,527,"1,580.15",0,0
"목요일",16시~17시,942,4,2,588,"2,352.9",0,0
"목요일",17시~18시,816,10,2,754,"7,541.6",0,0
"목요일",18시~19시,460,5,1.8,269,"1,344.2",0,0
"목요일",19시~20시,394,7,2.1,534,"3,740",0,0
"목요일",20시~21시,334,2,2.2,380,759.55,0,0
"목요일",21시~22시,322,4,2.2,447,"1,788.6",0,0
"목요일",22시~23시,361,5,2.4,506,"2,530.55",0,0
"목요일",23시~00시,275,4,2.2,207,828.85,0,0
"금요일",00시~01시,"3,174",29,1.2,"1,088","31,541.95",0,0
"금요일",01시~02시,"4,090",42,1.2,"1,105","46,395.8",0,0
"금요일",02시~03시,854,15,1.1,"1,267","19,006.9",0,0
"금요일",03시~04시,44,0,1.8,0,6.6,0,0
"금요일",04시~05시,46,3,1.4,"1,179","3,537.6",0,0
"금요일",05시~06시,55,0,1.6,0,8.25,0,0
"금요일",06시~07시,146,1,1.7,466,466.4,0,0
"금요일",07시~08시,211,0,1.8,0,37.95,0,0
"금요일",08시~09시,373,6,2,408,"2,446.4",0,0
"금요일",09시~10시,628,0,2.3,0,142.45,0,0
"금요일",10시~11시,862,6,3,303,"1,817.2",0,0
"금요일",11시~12시,834,9,2.5,482,"4,340.05",0,0
"금요일",12시~13시,609,5,2.6,418,"2,091.1",0,0
"금요일",13시~14시,661,5,2.4,517,"2,582.8",0,0
"금요일",14시~15시,724,3,2.3,500,"1,499.85",0,0
"금요일",15시~16시,744,10,2.2,464,"4,640.35",0,0
"금요일",16시~17시,774,5,2.1,362,"1,812.25",0,0
"금요일",17시~18시,718,7,2.1,414,"2,896.85",0,0
"금요일",18시~19시,497,7,2.3,657,"4,602.4",0,0
"금요일",19시~20시,363,0,1.9,0,45.1,0,0
"금요일",20시~21시,309,3,2,222,665.5,0,0
"금요일",21시~22시,401,2,2.3,229,457.05,0,0
"금요일",22시~23시,338,2,2.4,507,"1,014.2",0,0
"금요일",23시~00시,272,4,2.3,436,"1,742.95",0,0
"토요일",00시~01시,"3,919",26,1.2,"1,019","26,502.3",0,0
"토요일",01시~02시,"5,477",53,1.2,"1,234","65,386.75",0,0
"토요일",02시~03시,412,3,1.3,"1,045","3,134.45",0,0
"토요일",03시~04시,46,0,1.6,0,7.15,0,0
"토요일",04시~05시,36,0,1.8,0,7.15,0,0
"토요일",05시~06시,68,2,2.1,487,974.6,0,0
"토요일",06시~07시,106,1,1.9,108,107.8,0,0
"토요일",07시~08시,153,2,1.6,291,581.35,0,0
"토요일",08시~09시,234,4,2.1,345,"1,378.3",0,0
"토요일",09시~10시,311,1,2.1,393,392.7,0,0
"토요일",10시~11시,458,4,2.2,608,"2,433.2",0,0
"토요일",11시~12시,529,6,2.2,327,"1,964.6",0,0
"토요일",12시~13시,481,4,2,582,"2,329.25",0,0
"토요일",13시~14시,428,9,2.3,165,"1,481.7",0,0
"토요일",14시~15시,380,6,2.5,257,"1,543.85",0,0
"토요일",15시~16시,381,4,2,290,"1,160.5",0,0
"토요일",16시~17시,405,2,2.1,236,471.35,0,0
"토요일",17시~18시,430,6,2,386,"2,318.25",0,0
"토요일",18시~19시,388,3,2,616,"1,846.9",0,0
"토요일",19시~20시,339,5,2.1,543,"2,715.35",0,0
"토요일",20시~21시,244,3,2.1,311,931.7,0,0
"토요일",21시~22시,274,1,2,366,365.75,0,0
"토요일",22시~23시,251,1,2,676,675.95,0,0
"토요일",23시~00시,270,1,2.2,672,672.1,0,0
"일요일",00시~01시,"3,735",33,1.2,"1,229","40,557.55",0,0
"일요일",01시~02시,"5,613",76,1.3,"1,189","90,400.2",0,0
"일요일",02시~03시,522,7,1.4,916,"6,413",0,0
"일요일",03시~04시,57,1,2.1,8,8.25,0,0
"일요일",04시~05시,29,0,1.2,0,7.7,0,0
"일요일",05시~06시,50,1,1.9,219,218.9,0,0
"일요일",06시~07시,88,1,1.8,"1,009","1,008.7",0,0
"일요일",07시~08시,141,4,2.6,508,"2,032.25",0,0
"일요일",08시~09시,183,2,1.9,310,620.4,0,0
"일요일",09시~10시,307,7,2.1,380,"2,658.7",0,0
"일요일",10시~11시,443,1,2,115,114.95,0,0
"일요일",11시~12시,586,7,2.1,239,"1,670.35",0,0
"일요일",12시~13시,500,4,2.1,365,"1,460.25",0,0
"일요일",13시~14시,500,7,2.1,500,"3,498.55",0,0
"일요일",14시~15시,463,6,2,780,"4,682.7",0,0
"일요일",15시~16시,518,6,2.3,449,"2,694.45",0,0
"일요일",16시~17시,538,3,1.8,552,"1,656.05",0,0
"일요일",17시~18시,546,5,2.1,406,"2,031.15",0,0
"일요일",18시~19시,497,7,1.8,612,"4,281.2",0,0
"일요일",19시~20시,345,6,1.8,200,"1,199.55",0,0
"일요일",20시~21시,345,9,1.9,180,"1,623.05",0,0
"일요일",21시~22시,390,6,2,309,"1,851.85",0,0
"일요일",22시~23시,404,9,2.4,686,"6,177.05",0,0
"일요일",23시~00시,328,8,2.5,184,"1,470.7",0,0
